id_venta,fecha,id_concesionario,modelo,categoria_vehiculo,metodo_pago,unidades,precio_unitario,costo_unitario,descuento,monto_venta
671,2024-04-09,9,Explorer,SUV,Leasing,2,980100.0,834800.0,156820.0,1803380.0
672,2024-04-09,16,F-150,Pickup,Financiamiento,1,962500.0,730700.0,0.0,962500.0
673,2024-04-09,11,F-150,Pickup,Contado,2,965000.0,744200.0,57900.0,1872100.0
674,2024-04-09,12,F-150,Pickup,Leasing,1,1018700.0,778000.0,20370.0,998330.0
675,2024-04-09,15,Fiesta,Sedán,Contado,5,329300.0,241500.0,0.0,1646500.0
676,2024-04-09,14,Explorer,SUV,Financiamiento,5,1116600.0,825900.0,446640.0,5136360.0
677,2024-04-10,6,Fiesta,Sedán,Financiamiento,1,312600.0,244200.0,0.0,312600.0
678,2024-04-10,1,F-150,Pickup,Contado,1,987200.0,753500.0,0.0,987200.0
679,2024-04-10,20,Explorer,SUV,Contado,1,1043600.0,841800.0,0.0,1043600.0
680,2024-04-10,17,F-150,Pickup,Financiamiento,3,915500.0,763400.0,54930.0,2691570.0
681,2024-04-10,1,Explorer,SUV,Contado,1,1021000.0,842800.0,122520.0,898480.0
682,2024-04-10,6,Focus,Sedán,Financiamiento,4,405400.0,341400.0,0.0,1621600.0
683,2024-04-10,3,Mustang,Deportivo,Contado,1,1232700.0,988400.0,24650.0,1208050.0
684,2024-04-10,9,F-150,Pickup,Financiamiento,2,982600.0,754900.0,39300.0,1925900.0
685,2024-04-10,16,Focus,Sedán,Financiamiento,1,405600.0,312500.0,32450.0,373150.0
686,2024-04-10,9,F-150,Pickup,Contado,1,872300.0,763700.0,26170.0,846130.0
687,2024-04-10,2,Fiesta,Sedán,Financiamiento,3,328500.0,253100.0,78840.0,906660.0
688,2024-04-10,9,Bronco,SUV,Financiamiento,4,916500.0,732200.0,366600.0,3299400.0
689,2024-04-10,9,Focus,Sedán,Contado,4,429200.0,323900.0,34340.0,1682460.0
690,2024-04-10,15,Focus,Sedán,Financiamiento,3,413000.0,320100.0,123900.0,1115100.0
691,2024-04-11,10,F-150,Pickup,Financiamiento,1,905400.0,736100.0,0.0,905400.0
692,2024-04-11,3,F-150,Pickup,Leasing,4,959200.0,766400.0,0.0,3836800.0
693,2024-04-11,13,Focus,Sedán,Contado,1,421900.0,330600.0,50630.0,371270.0
694,2024-04-11,17,Bronco,SUV,Financiamiento,1,862400.0,663300.0,0.0,862400.0
695,2024-04-11,20,F-150,Pickup,Contado,1,874100.0,762700.0,69930.0,804170.0
696,2024-04-11,13,Mustang,Deportivo,Financiamiento,1,1266700.0,1016000.0,63340.0,1203360.0
697,2024-04-11,1,F-150,Pickup,Financiamiento,3,990300.0,773800.0,0.0,2970900.0
698,2024-04-11,17,Bronco,SUV,Contado,1,886900.0,746800.0,0.0,886900.0
699,2024-04-11,3,Focus,Sedán,Financiamiento,1,398500.0,350600.0,47820.0,350680.0
700,2024-04-11,1,Explorer,SUV,Contado,3,1098100.0,845600.0,164720.0,3129580.0
701,2024-04-11,3,F-150,Pickup,Leasing,1,870600.0,771800.0,43530.0,827070.0
702,2024-04-11,19,Focus,Sedán,Leasing,1,402400.0,329000.0,48290.0,354110.0
703,2024-04-12,3,Mustang,Deportivo,Financiamiento,3,1224000.0,1021500.0,0.0,3672000.0
704,2024-04-12,20,Explorer,SUV,Contado,2,1089600.0,785600.0,217920.0,1961280.0
705,2024-04-12,19,F-150,Pickup,Leasing,1,953200.0,719400.0,0.0,953200.0
706,2024-04-12,8,Explorer,SUV,Financiamiento,1,1067700.0,880500.0,0.0,1067700.0
707,2024-04-12,6,Focus,Sedán,Financiamiento,3,390700.0,311800.0,35160.0,1136940.0
708,2024-04-12,8,Fiesta,Sedán,Contado,1,339200.0,243400.0,10180.0,329020.0
709,2024-04-12,3,Fiesta,Sedán,Financiamiento,2,345200.0,260300.0,55230.0,635170.0
710,2024-04-12,5,Mustang,Deportivo,Financiamiento,1,1208700.0,1000600.0,120870.0,1087830.0
711,2024-04-13,5,Explorer,SUV,Contado,3,1073100.0,863100.0,0.0,3219300.0
712,2024-04-13,5,Bronco,SUV,Leasing,4,1009800.0,689300.0,484700.0,3554500.0
713,2024-04-13,10,Bronco,SUV,Leasing,4,895000.0,716600.0,429600.0,3150400.0
714,2024-04-13,1,Explorer,SUV,Financiamiento,2,1094400.0,842600.0,65660.0,2123140.0
715,2024-04-13,11,Fiesta,Sedán,Contado,1,352100.0,251500.0,35210.0,316890.0
716,2024-04-14,6,F-150,Pickup,Contado,1,977500.0,763900.0,97750.0,879750.0
717,2024-04-14,5,Focus,Sedán,Contado,1,392300.0,321300.0,31380.0,360920.0
718,2024-04-14,8,F-150,Pickup,Financiamiento,1,920100.0,798400.0,0.0,920100.0
719,2024-04-14,11,Fiesta,Sedán,Contado,5,325300.0,242300.0,48800.0,1577700.0
720,2024-04-14,11,Explorer,SUV,Financiamiento,5,986800.0,863800.0,394720.0,4539280.0
721,2024-04-14,4,F-150,Pickup,Leasing,1,922000.0,769000.0,110640.0,811360.0
722,2024-04-14,7,F-150,Pickup,Leasing,1,980600.0,784100.0,0.0,980600.0
723,2024-04-14,19,Fiesta,Sedán,Financiamiento,1,341600.0,248200.0,10250.0,331350.0
724,2024-04-14,20,Explorer,SUV,Financiamiento,1,1032400.0,835300.0,103240.0,929160.0
725,2024-04-14,17,Bronco,SUV,Leasing,1,849000.0,733300.0,0.0,849000.0
726,2024-04-14,20,Focus,Sedán,Contado,2,455700.0,314800.0,27340.0,884060.0
727,2024-04-14,8,Explorer,SUV,Contado,3,1104100.0,803700.0,165620.0,3146680.0
728,2024-04-15,18,Focus,Sedán,Financiamiento,2,414000.0,319200.0,0.0,828000.0
729,2024-04-15,16,Fiesta,Sedán,Leasing,2,302000.0,250800.0,0.0,604000.0
730,2024-04-15,11,Fiesta,Sedán,Financiamiento,3,336400.0,247200.0,0.0,1009200.0
731,2024-04-15,16,Fiesta,Sedán,Financiamiento,3,346400.0,238200.0,20780.0,1018420.0
732,2024-04-15,19,Bronco,SUV,Leasing,1,940300.0,719800.0,112840.0,827460.0
733,2024-04-15,1,Fiesta,Sedán,Contado,3,320800.0,243400.0,0.0,962400.0
734,2024-04-15,10,Focus,Sedán,Leasing,1,395900.0,324700.0,0.0,395900.0
735,2024-04-15,20,F-150,Pickup,Financiamiento,1,890100.0,767100.0,0.0,890100.0
736,2024-04-16,10,Focus,Sedán,Contado,1,392000.0,345400.0,19600.0,372400.0
737,2024-04-16,1,Mustang,Deportivo,Contado,3,1347600.0,1001900.0,202140.0,3840660.0
738,2024-04-16,15,Explorer,SUV,Contado,3,1064500.0,824800.0,255480.0,2938020.0
739,2024-04-16,13,Focus,Sedán,Financiamiento,1,445800.0,334700.0,0.0,445800.0
740,2024-04-16,6,Fiesta,Sedán,Financiamiento,1,322700.0,262700.0,16140.0,306560.0
741,2024-04-16,1,F-150,Pickup,Financiamiento,1,971900.0,730800.0,48600.0,923300.0
742,2024-04-16,20,Focus,Sedán,Leasing,4,459900.0,346700.0,36790.0,1802810.0
743,2024-04-17,20,Focus,Sedán,Leasing,1,418300.0,320600.0,0.0,418300.0
744,2024-04-17,12,Fiesta,Sedán,Financiamiento,4,307800.0,250200.0,0.0,1231200.0
745,2024-04-17,19,Focus,Sedán,Financiamiento,3,442700.0,346600.0,159370.0,1168730.0
746,2024-04-17,19,Bronco,SUV,Contado,4,869600.0,682300.0,347840.0,3130560.0
747,2024-04-17,18,F-150,Pickup,Financiamiento,4,1004700.0,766100.0,0.0,4018800.0
748,2024-04-17,16,F-150,Pickup,Financiamiento,1,984800.0,774500.0,29540.0,955260.0
749,2024-04-17,6,Fiesta,Sedán,Contado,5,316700.0,256100.0,126680.0,1456820.0
750,2024-04-17,9,Explorer,SUV,Contado,1,991300.0,824100.0,19830.0,971470.0
751,2024-04-18,15,F-150,Pickup,Financiamiento,3,1022900.0,743500.0,245500.0,2823200.0
752,2024-04-18,5,Fiesta,Sedán,Financiamiento,2,341000.0,248900.0,54560.0,627440.0
753,2024-04-18,3,Fiesta,Sedán,Leasing,5,303900.0,263600.0,0.0,1519500.0
754,2024-04-18,12,Focus,Sedán,Financiamiento,2,447500.0,328400.0,17900.0,877100.0
755,2024-04-18,17,Fiesta,Sedán,Contado,5,323200.0,257400.0,48480.0,1567520.0
756,2024-04-18,13,Focus,Sedán,Contado,1,406700.0,308400.0,12200.0,394500.0
757,2024-04-18,18,Fiesta,Sedán,Financiamiento,1,332900.0,238300.0,33290.0,299610.0
758,2024-04-19,6,Explorer,SUV,Financiamiento,1,1074000.0,814100.0,21480.0,1052520.0
759,2024-04-19,1,Focus,Sedán,Leasing,5,411400.0,344900.0,41140.0,2015860.0
760,2024-04-19,2,Explorer,SUV,Financiamiento,1,1100300.0,829200.0,55020.0,1045280.0
761,2024-04-19,12,Mustang,Deportivo,Contado,1,1163500.0,952200.0,0.0,1163500.0
762,2024-04-19,1,F-150,Pickup,Financiamiento,4,972800.0,723700.0,194560.0,3696640.0
763,2024-04-19,18,Fiesta,Sedán,Contado,1,316000.0,247200.0,31600.0,284400.0
764,2024-04-19,18,F-150,Pickup,Financiamiento,1,989700.0,759200.0,49480.0,940220.0
765,2024-04-19,17,F-150,Pickup,Financiamiento,2,954800.0,747000.0,95480.0,1814120.0
766,2024-04-20,17,Explorer,SUV,Contado,1,1004700.0,829200.0,0.0,1004700.0
767,2024-04-20,19,Focus,Sedán,Contado,2,393500.0,327400.0,0.0,787000.0
768,2024-04-20,18,Focus,Sedán,Financiamiento,1,432700.0,348500.0,8650.0,424050.0
769,2024-04-20,13,Explorer,SUV,Financiamiento,1,1064900.0,856100.0,127790.0,937110.0
770,2024-04-20,15,F-150,Pickup,Contado,2,942300.0,748900.0,150770.0,1733830.0
771,2024-04-20,10,Focus,Sedán,Contado,4,438300.0,331300.0,0.0,1753200.0
772,2024-04-20,20,Explorer,SUV,Contado,1,1083600.0,879500.0,54180.0,1029420.0
773,2024-04-20,10,Fiesta,Sedán,Financiamiento,1,348500.0,244200.0,0.0,348500.0
774,2024-04-20,5,Explorer,SUV,Financiamiento,2,1012000.0,844100.0,101200.0,1922800.0
775,2024-04-20,2,Fiesta,Sedán,Contado,1,335800.0,246200.0,0.0,335800.0
776,2024-04-20,9,F-150,Pickup,Leasing,4,958000.0,784000.0,191600.0,3640400.0
777,2024-04-20,9,Mustang,Deportivo,Leasing,1,1321000.0,952000.0,0.0,1321000.0
778,2024-04-20,4,Focus,Sedán,Contado,1,411100.0,329700.0,41110.0,369990.0
779,2024-04-20,12,Explorer,SUV,Leasing,5,1051700.0,843500.0,0.0,5258500.0
780,2024-04-20,17,Focus,Sedán,Leasing,1,444900.0,340400.0,53390.0,391510.0
781,2024-04-20,7,Explorer,SUV,Leasing,4,992100.0,852500.0,119050.0,3849350.0
782,2024-04-21,18,F-150,Pickup,Financiamiento,5,957000.0,758400.0,382800.0,4402200.0
783,2024-04-21,5,Focus,Sedán,Financiamiento,2,417600.0,328200.0,16700.0,818500.0
784,2024-04-21,9,F-150,Pickup,Financiamiento,2,1004200.0,740200.0,241010.0,1767390.0
785,2024-04-21,20,Mustang,Deportivo,Contado,1,1161300.0,1024100.0,0.0,1161300.0
786,2024-04-21,17,Fiesta,Sedán,Financiamiento,3,332600.0,242500.0,0.0,997800.0
787,2024-04-21,8,Focus,Sedán,Financiamiento,1,424100.0,337400.0,0.0,424100.0
788,2024-04-21,12,Bronco,SUV,Contado,3,927500.0,737000.0,55650.0,2726850.0
789,2024-04-21,8,Bronco,SUV,Financiamiento,2,882000.0,697500.0,52920.0,1711080.0
790,2024-04-22,17,Focus,Sedán,Contado,3,402200.0,307900.0,0.0,1206600.0
791,2024-04-22,18,Mustang,Deportivo,Contado,4,1340000.0,963600.0,0.0,5360000.0
792,2024-04-22,7,F-150,Pickup,Financiamiento,1,944700.0,780900.0,113360.0,831340.0
793,2024-04-22,5,Fiesta,Sedán,Leasing,1,313900.0,245800.0,0.0,313900.0
794,2024-04-22,17,Focus,Sedán,Financiamiento,1,423300.0,310000.0,33860.0,389440.0
795,2024-04-22,5,Fiesta,Sedán,Contado,1,320600.0,234700.0,0.0,320600.0
796,2024-04-22,8,Explorer,SUV,Financiamiento,1,1099500.0,811100.0,0.0,1099500.0
797,2024-04-22,8,Fiesta,Sedán,Contado,1,293400.0,247500.0,8800.0,284600.0
798,2024-04-22,16,Fiesta,Sedán,Contado,1,318400.0,257800.0,0.0,318400.0
799,2024-04-22,15,Explorer,SUV,Leasing,1,1082600.0,789300.0,0.0,1082600.0
800,2024-04-23,15,F-150,Pickup,Financiamiento,1,907600.0,799500.0,0.0,907600.0
801,2024-04-23,6,Bronco,SUV,Leasing,5,921500.0,681500.0,460750.0,4146750.0
802,2024-04-23,8,Focus,Sedán,Financiamiento,4,455800.0,327200.0,91160.0,1732040.0
803,2024-04-23,4,Mustang,Deportivo,Financiamiento,1,1289900.0,1023100.0,0.0,1289900.0
804,2024-04-23,11,Fiesta,Sedán,Financiamiento,4,325000.0,248000.0,104000.0,1196000.0
805,2024-04-23,7,Bronco,SUV,Financiamiento,4,924400.0,674300.0,73950.0,3623650.0
806,2024-04-23,9,Fiesta,Sedán,Financiamiento,2,324800.0,241400.0,0.0,649600.0
807,2024-04-24,12,Explorer,SUV,Financiamiento,4,1064300.0,863100.0,425720.0,3831480.0
808,2024-04-24,20,Focus,Sedán,Financiamiento,1,456200.0,313500.0,54740.0,401460.0
809,2024-04-24,9,Focus,Sedán,Financiamiento,3,410700.0,326300.0,98570.0,1133530.0
810,2024-04-24,7,Bronco,SUV,Contado,5,961000.0,691900.0,0.0,4805000.0
811,2024-04-24,9,Bronco,SUV,Financiamiento,1,926400.0,696100.0,18530.0,907870.0
812,2024-04-24,6,Fiesta,Sedán,Leasing,3,322600.0,252800.0,0.0,967800.0
813,2024-04-24,13,F-150,Pickup,Contado,1,955400.0,711700.0,95540.0,859860.0
814,2024-04-24,16,Explorer,SUV,Financiamiento,1,1047900.0,822900.0,0.0,1047900.0
815,2024-04-24,10,F-150,Pickup,Financiamiento,1,932400.0,774400.0,0.0,932400.0
816,2024-04-24,7,Fiesta,Sedán,Contado,5,311000.0,256900.0,31100.0,1523900.0
817,2024-04-24,5,F-150,Pickup,Financiamiento,5,929200.0,798900.0,92920.0,4553080.0
818,2024-04-24,9,F-150,Pickup,Financiamiento,1,916700.0,787200.0,0.0,916700.0
819,2024-04-25,12,F-150,Pickup,Contado,1,936500.0,821100.0,0.0,936500.0
820,2024-04-25,20,F-150,Pickup,Financiamiento,2,923200.0,777700.0,147710.0,1698690.0
821,2024-04-25,3,Explorer,SUV,Financiamiento,1,987000.0,866200.0,98700.0,888300.0
822,2024-04-25,2,Fiesta,Sedán,Financiamiento,1,318300.0,248700.0,25460.0,292840.0
823,2024-04-25,20,Fiesta,Sedán,Leasing,1,336700.0,248700.0,26940.0,309760.0
824,2024-04-25,19,F-150,Pickup,Contado,1,949400.0,759600.0,0.0,949400.0
825,2024-04-25,12,Fiesta,Sedán,Financiamiento,3,323600.0,249900.0,19420.0,951380.0
826,2024-04-25,12,Fiesta,Sedán,Financiamiento,4,301100.0,254600.0,120440.0,1083960.0
827,2024-04-25,4,Bronco,SUV,Leasing,2,920000.0,704900.0,55200.0,1784800.0
828,2024-04-25,19,Explorer,SUV,Leasing,1,1049000.0,867600.0,20980.0,1028020.0
829,2024-04-25,8,F-150,Pickup,Contado,4,983700.0,737100.0,393480.0,3541320.0
830,2024-04-26,16,Fiesta,Sedán,Financiamiento,3,285300.0,243100.0,42800.0,813100.0
831,2024-04-26,17,F-150,Pickup,Financiamiento,3,875200.0,719500.0,78770.0,2546830.0
832,2024-04-26,5,Focus,Sedán,Financiamiento,1,413400.0,337400.0,49610.0,363790.0
833,2024-04-26,19,Fiesta,Sedán,Contado,1,318300.0,243500.0,38200.0,280100.0
834,2024-04-26,1,Explorer,SUV,Financiamiento,1,1092800.0,871000.0,0.0,1092800.0
835,2024-04-26,4,F-150,Pickup,Leasing,5,911700.0,745000.0,547020.0,4011480.0
836,2024-04-26,15,Fiesta,Sedán,Financiamiento,1,295600.0,244000.0,8870.0,286730.0
837,2024-04-26,16,Focus,Sedán,Leasing,1,422700.0,315200.0,21140.0,401560.0
838,2024-04-26,9,F-150,Pickup,Financiamiento,1,958100.0,746300.0,114970.0,843130.0
839,2024-04-26,8,Fiesta,Sedán,Contado,3,322700.0,240300.0,77450.0,890650.0
840,2024-04-26,16,Fiesta,Sedán,Financiamiento,1,306800.0,238800.0,0.0,306800.0
841,2024-04-26,1,Mustang,Deportivo,Financiamiento,1,1298900.0,1001300.0,103910.0,1194990.0
842,2024-04-26,11,Explorer,SUV,Financiamiento,2,1163500.0,816100.0,0.0,2327000.0
843,2024-04-27,20,Bronco,SUV,Leasing,5,902600.0,738200.0,361040.0,4151960.0
844,2024-04-27,2,Focus,Sedán,Leasing,1,432700.0,322900.0,21640.0,411060.0
845,2024-04-27,19,Fiesta,Sedán,Financiamiento,5,321100.0,246000.0,160550.0,1444950.0
846,2024-04-27,2,F-150,Pickup,Financiamiento,1,931200.0,746100.0,74500.0,856700.0
847,2024-04-27,11,Focus,Sedán,Contado,1,427100.0,317500.0,42710.0,384390.0
848,2024-04-27,1,Focus,Sedán,Financiamiento,4,391700.0,329300.0,0.0,1566800.0
849,2024-04-27,14,Focus,Sedán,Financiamiento,5,433500.0,323300.0,173400.0,1994100.0
850,2024-04-27,12,Fiesta,Sedán,Contado,3,318300.0,254400.0,95490.0,859410.0
851,2024-04-27,2,Focus,Sedán,Contado,4,420600.0,325400.0,0.0,1682400.0
852,2024-04-27,17,F-150,Pickup,Contado,1,993600.0,760000.0,0.0,993600.0
853,2024-04-27,19,Bronco,SUV,Financiamiento,1,951400.0,716400.0,114170.0,837230.0
854,2024-04-28,11,Fiesta,Sedán,Financiamiento,2,298500.0,245300.0,71640.0,525360.0
855,2024-04-28,8,Focus,Sedán,Financiamiento,1,400600.0,341200.0,12020.0,388580.0
856,2024-04-28,5,Bronco,SUV,Contado,1,917800.0,738300.0,0.0,917800.0
857,2024-04-28,6,Mustang,Deportivo,Contado,3,1262200.0,987100.0,113600.0,3673000.0
858,2024-04-28,20,Focus,Sedán,Leasing,1,389700.0,343600.0,46760.0,342940.0
859,2024-04-28,10,Explorer,SUV,Contado,1,1055900.0,849900.0,84470.0,971430.0
860,2024-04-28,3,Bronco,SUV,Contado,1,826700.0,696500.0,41340.0,785360.0
861,2024-04-28,2,Bronco,SUV,Financiamiento,3,833600.0,696000.0,50020.0,2450780.0
862,2024-04-28,17,Explorer,SUV,Contado,1,1121200.0,861000.0,0.0,1121200.0
863,2024-04-28,2,F-150,Pickup,Contado,5,1002500.0,818500.0,401000.0,4611500.0
864,2024-04-28,4,Fiesta,Sedán,Contado,1,308700.0,251900.0,15440.0,293260.0
865,2024-04-29,11,Fiesta,Sedán,Contado,1,320600.0,254200.0,0.0,320600.0
866,2024-04-29,12,F-150,Pickup,Financiamiento,1,979500.0,764200.0,117540.0,861960.0
867,2024-04-29,5,Focus,Sedán,Contado,1,428800.0,335900.0,51460.0,377340.0
868,2024-04-29,19,F-150,Pickup,Leasing,1,901700.0,760400.0,0.0,901700.0
869,2024-04-29,1,Focus,Sedán,Contado,1,402900.0,319000.0,48350.0,354550.0
870,2024-04-29,11,Fiesta,Sedán,Leasing,5,317200.0,250500.0,126880.0,1459120.0
871,2024-04-29,20,Fiesta,Sedán,Leasing,1,292900.0,253400.0,5860.0,287040.0
872,2024-04-30,2,Focus,Sedán,Contado,4,437200.0,308000.0,174880.0,1573920.0
873,2024-04-30,9,Bronco,SUV,Leasing,1,899600.0,718700.0,44980.0,854620.0
874,2024-04-30,16,Focus,Sedán,Financiamiento,5,432100.0,328600.0,216050.0,1944450.0
875,2024-04-30,17,Mustang,Deportivo,Contado,1,1275300.0,996300.0,153040.0,1122260.0
876,2024-04-30,10,Fiesta,Sedán,Financiamiento,1,325600.0,264100.0,6510.0,319090.0
877,2024-05-01,18,Explorer,SUV,Contado,1,1081600.0,849700.0,86530.0,995070.0
878,2024-05-01,13,F-150,Pickup,Contado,3,968600.0,763800.0,58120.0,2847680.0
879,2024-05-01,18,Fiesta,Sedán,Contado,1,329900.0,242700.0,0.0,329900.0
880,2024-05-02,3,Fiesta,Sedán,Contado,3,322500.0,240400.0,19350.0,948150.0
881,2024-05-02,17,Fiesta,Sedán,Financiamiento,2,318800.0,248900.0,76510.0,561090.0
882,2024-05-02,17,Focus,Sedán,Contado,4,429200.0,338300.0,206020.0,1510780.0
883,2024-05-02,12,Focus,Sedán,Financiamiento,1,432200.0,350200.0,12970.0,419230.0
884,2024-05-02,1,Mustang,Deportivo,Contado,5,1204900.0,957900.0,120490.0,5904010.0
885,2024-05-02,7,Explorer,SUV,Financiamiento,1,1111600.0,860900.0,111160.0,1000440.0
886,2024-05-02,8,Bronco,SUV,Contado,1,980400.0,688100.0,19610.0,960790.0
887,2024-05-02,11,F-150,Pickup,Contado,4,904900.0,769600.0,361960.0,3257640.0
888,2024-05-02,13,Focus,Sedán,Financiamiento,5,419400.0,325400.0,104850.0,1992150.0
889,2024-05-03,18,F-150,Pickup,Leasing,2,855000.0,752800.0,136800.0,1573200.0
890,2024-05-03,2,Bronco,SUV,Financiamiento,1,928000.0,700500.0,0.0,928000.0
891,2024-05-03,14,Fiesta,Sedán,Leasing,2,318800.0,249900.0,0.0,637600.0
892,2024-05-03,10,Explorer,SUV,Contado,1,1112700.0,833500.0,22250.0,1090450.0
893,2024-05-03,11,F-150,Pickup,Contado,3,1000800.0,794000.0,150120.0,2852280.0
894,2024-05-03,4,Bronco,SUV,Contado,3,902500.0,668100.0,0.0,2707500.0
895,2024-05-03,6,Fiesta,Sedán,Leasing,3,310400.0,233900.0,27940.0,903260.0
896,2024-05-03,4,F-150,Pickup,Contado,3,898500.0,727600.0,0.0,2695500.0
897,2024-05-04,12,Fiesta,Sedán,Leasing,4,323300.0,254600.0,0.0,1293200.0
898,2024-05-04,16,Focus,Sedán,Financiamiento,4,417700.0,327000.0,0.0,1670800.0
899,2024-05-04,15,Mustang,Deportivo,Financiamiento,1,1082600.0,933300.0,0.0,1082600.0
900,2024-05-04,18,F-150,Pickup,Financiamiento,1,907500.0,750600.0,72600.0,834900.0
901,2024-05-04,2,F-150,Pickup,Leasing,3,935200.0,748400.0,280560.0,2525040.0
902,2024-05-04,2,F-150,Pickup,Contado,3,995600.0,742400.0,358420.0,2628380.0
903,2024-05-04,12,Explorer,SUV,Contado,4,1010000.0,850900.0,323200.0,3716800.0
904,2024-05-04,19,F-150,Pickup,Financiamiento,1,967000.0,751900.0,116040.0,850960.0
905,2024-05-04,15,Focus,Sedán,Financiamiento,1,452200.0,328200.0,13570.0,438630.0
906,2024-05-04,8,Bronco,SUV,Leasing,2,836300.0,682300.0,200710.0,1471890.0
907,2024-05-04,18,Fiesta,Sedán,Financiamiento,1,360700.0,247200.0,36070.0,324630.0
908,2024-05-05,1,Explorer,SUV,Financiamiento,1,1088000.0,772600.0,0.0,1088000.0
909,2024-05-05,16,Bronco,SUV,Contado,3,860600.0,713500.0,129090.0,2452710.0
910,2024-05-05,13,Bronco,SUV,Financiamiento,3,965700.0,689000.0,231770.0,2665330.0
911,2024-05-05,5,Bronco,SUV,Financiamiento,1,822600.0,723700.0,41130.0,781470.0
912,2024-05-05,12,Mustang,Deportivo,Financiamiento,5,1212800.0,924200.0,181920.0,5882080.0
913,2024-05-05,12,Explorer,SUV,Financiamiento,2,971800.0,809500.0,38870.0,1904730.0
914,2024-05-05,12,Explorer,SUV,Financiamiento,5,1086800.0,826600.0,163020.0,5270980.0
915,2024-05-05,19,Focus,Sedán,Contado,1,405800.0,331400.0,0.0,405800.0
916,2024-05-06,9,Focus,Sedán,Financiamiento,3,436600.0,327600.0,39290.0,1270510.0
917,2024-05-06,8,Mustang,Deportivo,Financiamiento,3,1229500.0,938500.0,442620.0,3245880.0
918,2024-05-06,16,Fiesta,Sedán,Financiamiento,1,320900.0,257700.0,16040.0,304860.0
919,2024-05-07,18,Explorer,SUV,Contado,2,1030300.0,860200.0,41210.0,2019390.0
920,2024-05-07,1,Bronco,SUV,Contado,1,921900.0,696300.0,18440.0,903460.0
921,2024-05-07,14,F-150,Pickup,Financiamiento,1,956600.0,775300.0,0.0,956600.0
922,2024-05-07,7,F-150,Pickup,Contado,1,848100.0,769900.0,0.0,848100.0
923,2024-05-07,20,Fiesta,Sedán,Contado,2,299400.0,247200.0,29940.0,568860.0
924,2024-05-07,2,Explorer,SUV,Contado,2,1005900.0,831300.0,40240.0,1971560.0
925,2024-05-07,10,Mustang,Deportivo,Financiamiento,1,1236400.0,955700.0,0.0,1236400.0
926,2024-05-07,15,F-150,Pickup,Leasing,3,893700.0,771700.0,0.0,2681100.0
927,2024-05-07,14,Fiesta,Sedán,Financiamiento,5,329000.0,248300.0,0.0,1645000.0
928,2024-05-07,20,Bronco,SUV,Contado,1,889300.0,692900.0,26680.0,862620.0
929,2024-05-08,4,Bronco,SUV,Financiamiento,5,820900.0,701700.0,328360.0,3776140.0
930,2024-05-08,12,F-150,Pickup,Contado,1,878700.0,769500.0,87870.0,790830.0
931,2024-05-08,2,Fiesta,Sedán,Contado,4,336700.0,255100.0,67340.0,1279460.0
932,2024-05-09,11,F-150,Pickup,Financiamiento,4,964500.0,736900.0,462960.0,3395040.0
933,2024-05-09,9,F-150,Pickup,Contado,2,983100.0,773600.0,98310.0,1867890.0
934,2024-05-09,19,Mustang,Deportivo,Leasing,1,1170300.0,923800.0,93620.0,1076680.0
935,2024-05-09,11,Focus,Sedán,Leasing,2,428900.0,334700.0,17160.0,840640.0
936,2024-05-09,14,F-150,Pickup,Financiamiento,4,940200.0,753100.0,75220.0,3685580.0
937,2024-05-09,10,Mustang,Deportivo,Financiamiento,2,1327100.0,988600.0,0.0,2654200.0
938,2024-05-09,12,F-150,Pickup,Financiamiento,1,1003300.0,753000.0,120400.0,882900.0
939,2024-05-09,2,Focus,Sedán,Leasing,1,483600.0,327800.0,38690.0,444910.0
940,2024-05-09,1,F-150,Pickup,Financiamiento,3,944300.0,732000.0,84990.0,2747910.0
941,2024-05-09,10,Bronco,SUV,Financiamiento,1,934200.0,703500.0,112100.0,822100.0
942,2024-05-09,1,Bronco,SUV,Contado,5,932200.0,698900.0,93220.0,4567780.0
943,2024-05-10,20,F-150,Pickup,Financiamiento,4,923000.0,766100.0,184600.0,3507400.0
944,2024-05-10,18,Explorer,SUV,Financiamiento,2,1005600.0,893400.0,40220.0,1970980.0
945,2024-05-10,3,Focus,Sedán,Contado,1,397300.0,335400.0,31780.0,365520.0
946,2024-05-10,2,Fiesta,Sedán,Leasing,1,308800.0,245500.0,30880.0,277920.0
947,2024-05-10,8,Bronco,SUV,Financiamiento,1,883100.0,655800.0,88310.0,794790.0
948,2024-05-10,17,F-150,Pickup,Financiamiento,5,936700.0,741300.0,562020.0,4121480.0
949,2024-05-10,2,Explorer,SUV,Financiamiento,1,986100.0,838600.0,0.0,986100.0
950,2024-05-10,9,Explorer,SUV,Contado,3,1056800.0,860000.0,63410.0,3106990.0
951,2024-05-10,19,Focus,Sedán,Financiamiento,1,431000.0,355700.0,43100.0,387900.0
952,2024-05-10,14,Bronco,SUV,Financiamiento,1,899300.0,706900.0,26980.0,872320.0
953,2024-05-11,4,F-150,Pickup,Financiamiento,4,1054400.0,751300.0,210880.0,4006720.0
954,2024-05-11,3,F-150,Pickup,Financiamiento,4,964500.0,798100.0,462960.0,3395040.0
955,2024-05-11,3,Focus,Sedán,Financiamiento,5,450400.0,326100.0,180160.0,2071840.0
956,2024-05-11,13,F-150,Pickup,Financiamiento,4,904200.0,758500.0,0.0,3616800.0
